,ActivityID,HeartRate,Hand_Temperature,Hand_3Dacceleration16_X,Hand_3Dacceleration16_Y,Hand_3Dacceleration16_Z,Hand_3Dgyroscop_X,Hand_3Dgyroscop_Y,Hand_3Dgyroscop_Z,Hand_3Dmagnetometer_X,Hand_3Dmagnetometer_Y,Hand_3Dmagnetometer_Z,Chest_Temperature,Chest_3Dacceleration16_X,Chest_3Dacceleration16_Y,Chest_3Dacceleration16_Z,Chest_3Dgyroscop_X,Chest_3Dgyroscop_Y,Chest_3Dgyroscop_Z,Chest_3Dmagnetometer_X,Chest_3Dmagnetometer_Y,Chest_3Dmagnetometer_Z,Ankle_Temperature,Ankle_3Dacceleration16_X,Ankle_3Dacceleration16_Y,Ankle_3Dacceleration16_Z,Ankle_3Dgyroscop_X,Ankle_3Dgyroscop_Y,Ankle_3Dgyroscop_Z,Ankle_3Dmagnetometer_X,Ankle_3Dmagnetometer_Y,Ankle_3Dmagnetometer_Z
4377,10,91,29,-9.18324,2.64106,1.5485799999999998,-1.30121,0.00922004,0.06208730000000001,25.6813,6.82343,-18.0367,31.125,1.39562,9.65789,0.113631,0.00620926,0.01497,-0.023,14.6074,-25.7769,6.44355,29.5625,9.56058,-0.496797,-2.46196,-0.00584082,-0.00650633,-0.0185531,-21.9085,-18.5981,-32.6869
4388,10,91,29,-8.85168,2.18182,1.40115,1.18194,0.0424406,0.342092,25.9194,7.18345,-17.3832,31.125,1.0001,9.84397,-0.397511,0.00192693,-0.0137484,0.0121968,14.7207,-25.5239,7.14792,29.5625,9.596,-0.458423,-2.5390200000000003,-0.0208668,-0.0245158,-0.00615768,-21.9073,-18.7273,-32.8286
4399,10,91,29,-9.39613,1.82286,3.20311,-1.33471,0.25921,0.0212553,26.4069,7.406160000000002,-16.5981,31.125,1.08071,9.76947,-0.240925,0.0145751,0.0154453,-0.00771268,14.4638,-25.2562,6.862610000000001,29.5625,9.63582,-0.421334,-2.46166,0.00706508,-0.00431304,0.000407197,-21.7625,-19.2479,-32.2602
4410,10,91,29,-9.11225,4.83592,0.964932,0.445417,0.06801389999999999,0.285669,26.6869,5.65324,-17.5067,31.1875,1.2405700000000002,9.54488,0.033747900000000004,0.0350691,0.0216767,0.00793272,14.720999999999998,-25.3948,7.006189999999999,29.5625,9.59639,-0.382486,-2.53948,0.0240583,-0.00428891,-0.0153026,-22.0288,-18.7196,-32.2617
4421,10,91,29,-9.47913,2.22841,1.81496,-0.14343599999999998,0.0780967,0.0301316,26.7873,6.765460000000001,-16.4638,31.1875,1.2991,9.76642,-0.585447,0.07208989999999997,0.016891999999999997,-0.0637122,14.4709,-26.0306,7.14906,29.5625,9.55897,-0.382249,-2.53987,0.0383565,-0.0393838,0.0159154,-21.9054,-18.5974,-32.4032
4432,10,91,29,-9.19473,2.3351900000000003,1.28003,-0.252092,-0.0137837,-0.107114,27.0244,7.12563,-15.679,31.1875,1.26795,9.80575,-0.353814,-0.00528392,-0.0106902,-0.0137114,14.4521,-25.2565,7.56755,29.5625,9.6006,-0.421739,-2.38484,0.0247513,-0.0374164,0.00329425,-22.146,-19.3583,-32.545
4443,10,91,29,-9.47941,3.13727,1.61945,0.159752,-0.0259388,-0.113826,26.8971,7.752460000000001,-16.3387,31.1875,1.19828,9.69458,-0.122389,-0.00611352,-0.00438086,-0.0378586,14.3288,-25.768,7.7106,29.5625,9.63602,-0.383366,-2.4618900000000004,0.0463849,0.0021091,-0.0254245,-21.6534,-18.7404,-32.9695
4454,10,91,29,-9.10498,2.64114,1.62673,-0.015992700000000002,0.00939948,-0.0848985,26.2759,7.66161,-16.2057,31.1875,1.30835,9.80614,-0.275641,0.0263798,0.020593,-0.0509272,14.9783,-25.5334,7.149769999999998,29.5625,9.6015,-0.460029,-2.346,0.000556581,-0.0204331,-0.00842623,-22.0269,-19.1076,-32.8286
4465,10,91,29,-9.30196,2.82995,1.35373,-0.0678543,0.0427621,-0.0552529,26.0379,6.8057300000000005,-16.0688,31.1875,1.18675,9.65434,-0.509676,0.033668000000000003,-0.025843,-0.0282095,14.3111,-24.6066,7.703880000000002,29.5625,9.56038,-0.534766,-2.46173,0.0267382,-0.0285571,0.00259483,-21.78,-18.8633,-33.1117
4476,10,91,29,-9.33253,2.9078,1.54545,-0.0410063,0.05748300000000001,0.0358175,26.2777,7.2895,-15.8098,31.1875,1.30233,9.69189,-0.468983,0.0620611,0.040468,-0.0215199,14.4517,-25.3856,7.7092800000000015,29.5625,9.56077,-0.458828,-2.4622,-0.0237254,-0.0363054,0.0197196,-22.539,-18.9529,-32.6887
4487,10,91,29,-9.40757,2.7949,1.58319,0.16225,-0.0197841,0.105332,26.6502,7.3936199999999985,-15.9424,31.1875,1.22526,9.80483,-0.509468,0.0446509,0.000405317,-0.0277558,14.4638,-25.2562,6.862610000000001,29.5625,9.4439,-0.4948010000000001,-2.61753,0.022831,-0.0178255,0.0050484,-22.7964,-18.5522,-32.1228
4498,10,91,29,-9.15641,2.60014,1.24122,0.0260972,-0.0118955,0.0545085,27.0265,7.37326,-16.3367,31.1875,1.30034,9.80433,-0.5468270000000001,0.0239945,-0.0463486,0.00591923,14.9584,-25.1467,7.993460000000002,29.5625,9.52535,-0.497202,-2.3851400000000003,-0.0164668,0.00549515,0.00280046,-22.0261,-18.8485,-32.2615
4513,10,91,29,-9.30196,2.82995,1.35373,0.0511517,0.0155018,0.0314879,26.5325,6.903510000000002,-15.9392,31.1875,1.37961,9.65426,-0.42874,-0.023832,-0.0816515,0.038346,14.2117,-25.7629,7.00473,29.5625,9.5962,-0.420455,-2.53925,0.0223564,-0.00495035,-0.00743592,-21.7738,-18.8619,-32.5443
4520,10,91,29,-9.37272,2.756,1.5068700000000002,0.0711315,0.0418982,-0.0242197,27.0249,7.249519999999999,-15.9423,31.1875,1.34617,9.69307,-0.274588,0.110228,-0.0513335,-0.0183111,14.6028,-25.7771,6.72553,29.5625,9.55837,-0.496155,-2.53917,0.0465145,0.0293293,0.0102794,-22.6788,-18.3018,-32.5481
4530,10,91,29,-9.33413,2.86952,1.50707,-0.007635600000000002,0.0940853,-0.142219,26.6546,7.1451,-16.0721,31.1875,1.49301,9.72895,-0.46565,0.0676125,0.0386456,-0.0479313,14.4521,-25.2565,7.56755,29.5625,9.56297,-0.459471,-2.38499,-0.0127754,-0.0363633,-0.0220023,-21.8902,-19.2415,-32.2606
4541,10,91,29,-9.25828,2.71752,1.5472,-0.0228515,0.0243191,-0.0853421,26.4009,7.283010000000001,-15.6787,31.1875,1.1821700000000002,9.6533,-0.66464,0.027128,-0.0241181,-0.0323822,14.5836,-25.1321,7.28575,29.5625,9.71118,-0.536035,-2.42159,-0.0110485,0.0411042,0.00708736,-21.7777,-18.6038,-32.4028
4552,10,91,29,-9.40998,2.83217,1.50606,-0.0830832,-0.0304715,-0.032748,26.2726,7.66206,-15.812,31.1875,1.4124,9.80346,-0.622236,0.053311300000000006,0.0625325,-0.0884742,14.7121,-25.266,7.42841,29.5625,9.59521,-0.610297,-2.53808,0.0150166,0.00580464,-0.013656299999999998,-22.1601,-18.8435,-32.8293
4563,10,91,29,-9.33573,2.45253,1.54694,-0.106936,-0.0375719,-0.00237165,26.276,7.41368,-15.8105,31.1875,1.19172,9.80598,-0.355195,0.0366581,0.0751188,-0.102114,14.8425,-25.5289,7.57181,29.5625,9.67215,-0.42125,-2.49988,-0.0358706,0.038605699999999986,-0.00481748,-21.9175,-18.4706,-33.2544
4574,10,91,29,-9.34028,2.565,1.39254,-0.07176239999999999,-0.0190105,0.0112209,25.7719,7.68905,-15.4175,31.1875,1.0768799999999998,9.61807,-0.356665,-0.021321,0.103342,-0.0872828,14.7078,-25.137,7.56865,29.5625,9.55888,-0.610382,-2.49987,-0.0102159,0.0410111,0.00157451,-22.169,-18.716,-33.3969
4585,10,91,29,-9.29821,2.60366,1.5085,-0.062351599999999986,-0.00665604,0.0284546,26.8989,7.380339999999999,-15.9428,31.1875,1.1107200000000002,9.72988,-0.511299,0.014765,0.0939129,-0.06676789999999999,15.8598,-25.3091,8.14166,29.5625,9.596,-0.458423,-2.5390200000000003,-0.021993400000000003,-0.00876359,0.0176192,-22.4011,-19.216,-32.2624
4596,10,91,29,-9.30275,2.52677,1.39323,-0.0789175,-0.017071400000000004,-0.00468632,26.2799,7.04127,-15.677,31.1875,0.8817290000000001,9.61763,-0.515083,0.0111298,0.0144836,-0.105875,15.7435,-25.8204,7.861739999999998,29.5625,9.56317,-0.421502,-2.38523,-0.00727334,-0.000468168,0.00749516,-21.7753,-18.8622,-32.6861
4607,10,91,29,-9.4081,2.52966,1.62257,-0.06785260000000001,-0.00241172,-0.0257941,26.8888,8.12546,-15.9473,31.1875,1.03115,9.76699,-0.629024,0.021493400000000003,0.0404231,-0.0924366,14.9439,-24.5016,8.27171,29.5625,9.49032,-0.459639,-2.30856,0.00230829,-0.0203241,0.00654643,-21.7683,-18.6017,-31.5518
4618,10,91,29,-9.21702,2.64235,1.6635400000000002,-0.0266442,-0.0449847,-0.019109900000000003,26.8878,7.62975,-15.0257,31.1875,0.840482,9.72993,-0.632358,0.015149200000000003,-0.0175915,-0.0666853,15.8601,-25.18,7.999919999999999,29.5625,9.5962,-0.420455,-2.53925,0.00855522,-0.0101545,-0.00830878,-22.0269,-19.1076,-32.8286
4629,10,91,29,-9.10792,2.60253,1.54984,0.0106802,-0.035197900000000004,-0.0216488,26.7684,7.759689999999999,-15.8136,31.1875,0.994184,9.76737,-0.590974,-0.0408394,0.00703333,-0.00360395,15.7274,-24.9171,7.997510000000001,29.5625,9.63602,-0.383366,-2.4618900000000004,0.00249915,0.038217699999999986,0.0102469,-22.1636,-18.9737,-33.3965
4640,10,91,29,-9.33412,2.4908,1.58532,0.0683117,-0.00620823,0.0218196,26.76,8.13269,-15.4221,31.1875,0.953582,9.69167,-0.668906,-0.00239098,-0.0631697,-0.0131446,15.7294,-25.0462,7.99826,29.5625,9.596,-0.458423,-2.5390200000000003,0.033057199999999995,0.00646905,0.029723000000000006,-21.5054,-19.2603,-32.1174
4651,10,91,29,-9.25694,2.52849,1.62483,0.024939,0.00635588,0.0199875,26.769,7.63565,-15.6816,31.1875,0.919297,9.84317,-0.553856,-0.034388199999999994,-0.08705360000000001,-0.0114338,15.6002,-25.1705,8.13907,29.5625,9.63562,-0.459303,-2.46143,-0.0286079,-0.000635228,-0.00280315,-21.9112,-18.4692,-32.6871
4662,10,91,29,-9.18003,2.5282400000000003,1.66447,0.00348016,-0.0247936,-0.00385945,26.8872,8.001719999999999,-15.5528,31.1875,0.920342,9.80578,-0.514995,-0.032986199999999986,-0.0623164,-0.017258199999999998,15.8652,-25.0508,7.57621,29.5625,9.51505,-0.570248,-2.7321,-0.037914800000000005,0.0244935,0.033644,-21.9132,-18.5991,-33.1124
4673,10,91,29,-9.44535,2.41647,1.66088,0.0244192,-0.0024460000000000003,-0.0254257,27.0171,7.746410000000001,-15.814,31.1875,1.08195,9.80738,-0.202305,0.0109585,-0.047949300000000014,-0.0314961,15.2161,-25.1562,7.995310000000001,29.5625,9.63653,-0.497593,-2.42259,-0.0390143,0.0193405,0.00602192,-21.6585,-18.3531,-32.6863
4684,10,91,29,-9.44776,2.6431,1.54461,-0.00573167,-0.0160346,-0.0438057,26.6507,7.5175100000000015,-16.2056,31.1875,0.736631,9.80793,-0.286004,0.00517119,-0.0732228,-0.00341558,15.4689,-24.3913,7.5697100000000015,29.625,9.71028,-0.497745,-2.46042,-0.0350925,0.0311018,0.0518314,-21.2753,-18.3722,-32.685
4695,10,91,29,-9.32744,2.49248,1.77785,0.150223,-0.0663015,0.00423749,26.5331,6.77947,-15.8072,31.1875,0.877453,9.72956,-0.670408,0.0025582,-0.0990456,-0.090331,15.7484,-24.9166,6.7286100000000015,29.625,9.75061,-0.574883,-2.34376,-0.0219737,0.0687469,0.0451293,-21.2995,-17.6006,-33.3951
4705,10,91,29.0625,-9.14865,2.37485,1.51151,0.0539335,-0.0997559,-0.0549207,27.0287,7.37297,-16.5992,31.1875,0.849931,9.84497,-0.322793,0.00127881,-0.07188,-0.095074,15.9826,-24.1522,7.430919999999999,29.625,9.67325,-0.421571,-2.4612700000000003,-0.0362481,0.0489226,0.0433303,-21.0409,-17.6127,-33.1105
4716,10,91,29.0625,-9.45204,2.41479,1.46835,0.103122,-0.0725948,-0.0417031,26.6522,7.88918,-16.9952,31.1875,0.773303,9.69459,-0.323693,0.0319126,-0.059199,-0.0392973,16.1262,-24.6729,7.01187,29.625,9.68016,-0.5756939999999999,-2.1901200000000003,-0.0753091,0.103442,0.0697342,-20.5362,-17.6395,-33.676
4727,10,91,29.0625,-9.78733,2.34288,1.61752,0.307816,-0.15179700000000002,-0.0725036,26.1615,7.418989999999999,-16.9914,31.1875,0.96333,9.91966,-0.359702,-0.0300813,-0.156986,-0.104667,16.1325,-24.9309,6.87237,29.625,9.71629,-0.613579,-2.2281,-0.0954594,0.08771910000000001,0.0529912,-20.1549,-17.2706,-33.1078
4738,10,91,29.0625,-9.45284,2.30097,1.46872,0.378292,-0.272067,-0.171559,26.4268,6.90764,-18.1699,31.1875,0.5402399999999999,9.76958,-0.483042,0.06501799999999999,-0.38892,-0.238579,16.9108,-24.7011,6.31246,29.625,9.75083,-0.955212,-2.26422,-0.17102,0.177865,0.0252791,-19.2865,-16.0261,-32.9643
4749,10,91,29.0625,-9.26602,1.80664,1.51167,0.776664,-0.425709,-0.115331,25.5719,6.20825,-18.8201,31.1875,-0.300422,9.3954,-0.5357770000000001,0.128413,-0.883476,-0.156554,17.4042,-24.2043,7.1591,29.625,9.94362,-1.98476,-1.86996,-0.466672,0.023534,-0.608712,-18.3134,-14.6634,-34.6645
4760,10,91,29.0625,-9.32938,1.7064400000000002,2.97358,0.492997,-0.430178,-0.21611,25.0994,5.61166,-20.784,31.1875,-1.20099,10.8691,-0.208394,0.328231,-1.0469,-0.300533,18.4733,-24.6286,5.19489,29.625,10.1445,1.30168,-4.62815,-2.20527,-0.32548,-0.190395,-20.5585,-12.1112,-36.661
4771,10,90,29.0625,-8.13926,1.371,4.685980000000002,0.510109,-0.0438391,-0.527626,24.3784,4.0366300000000015,-21.1667,31.1875,-1.07388,8.35035,0.460352,0.222108,-0.560811,0.0748813,18.4778,-23.854,4.20349,29.625,9.11903,-0.756387,1.77997,-2.0647900000000003,-0.508707,1.7720900000000002,-27.0062,2.62684,-37.6936
4782,10,90,29.0625,-9.66546,1.33136,3.16225,1.05301,-0.194503,-1.0259200000000002,23.6322,4.32439,-21.5606,31.1875,-0.832507,9.25564,0.810271,-0.163651,-0.545617,0.230122,18.4778,-23.854,4.20349,29.625,10.6662,4.67267,-4.02629,0.416247,-0.266152,0.340119,-27.5265,3.16819,-37.5542
4793,10,90,29.0625,-8.98547,2.75543,1.78208,1.37073,-0.461144,-0.262466,23.2919,2.72841,-22.8626,31.1875,-0.366633,9.57731,-1.50559,-0.0517811,-0.48405,0.13292,18.3681,-24.4941,3.64235,29.625,9.59191,-0.609334,-2.65389,-0.7181930000000001,0.08898589999999999,0.628776,-27.1998,6.1147,-36.9892
4804,10,90,29.0625,-9.74419,2.15457,1.81123,0.654292,-0.305283,-0.0378382,22.4611,0.4143020000000001,-23.7655,31.1875,-0.416034,10.0641,-1.934,0.143953,-0.960185,0.0373495,17.4901,-24.3311,2.08426,29.625,9.72361,-0.68108,-3.26953,-0.343092,-0.0959658,-0.156558,-27.7489,7.94451,-36.9932
4815,10,90,29.0625,-9.39953,1.85011,2.00986,0.857001,-0.395713,0.399743,21.9872,-1.04982,-24.1493,31.1875,1.036,9.72171,-1.7517,0.07884119999999999,-1.05987,0.190336,16.8603,-24.1779,1.09198,29.625,9.39162,-1.44089,-2.9595,-0.529986,0.05948530000000001,0.0610357,-28.286,9.64749,-36.1461
4826,10,90,29.0625,-8.15168,2.14366,1.98907,0.7687649999999999,-0.251078,0.12417,21.7715,-3.39623,-24.2659,31.1875,2.0953,9.75421,-2.00366,0.0249225,-0.7306600000000001,0.340083,15.7314,-24.9088,-0.0397591,29.625,9.46077,-1.47772,-3.15151,-0.289576,-0.0178771,-0.195072,-28.2101,12.0899,-36.1487
4837,10,90,29.0625,-8.62317,2.87198,2.40292,0.661606,0.225614,-0.377405,21.7832,-4.01761,-24.6559,31.1875,1.32697,9.35004,-0.8933559999999999,-0.210867,-0.11643,0.451746,14.4558,-25.3773,-0.327984,29.625,9.26854,-1.399,-3.34692,0.21722,-0.0865537,-0.350355,-27.8117,11.4267,-36.0047
4848,10,90,29.0625,-8.97889,3.94089,2.81734,0.774551,0.22831,-0.262201,21.6582,-5.25047,-22.5484,31.1875,1.22769,9.42907,-0.392039,-0.236811,0.100867,0.344359,13.4502,-25.5968,-1.60277,29.625,9.34314,-0.6008439999999999,-3.50547,0.185569,-0.0411511,-0.599725,-28.6696,9.53703,-36.431
4859,10,90,29.0625,-8.80143,3.63357,2.55163,1.04607,-0.070894,0.022474200000000003,21.5423,-6.11269,-22.1493,31.1875,1.58162,9.65625,-0.0378775,-0.374098,-0.299489,0.412253,12.4431,-26.3327,-2.31062,29.625,9.42305,0.15773199999999998,-3.47076,-0.09568,-0.034779000000000004,-0.992699,-30.954,8.36016,-37.5723
4870,10,90,29.0625,-8.96909,3.50721,1.01005,0.59526,-0.137594,0.225004,20.8063,-7.0659100000000015,-21.7483,31.1875,2.25037,9.16099,-0.566245,-0.12584800000000002,-0.777961,0.316114,10.9066,-26.2754,-2.88566,29.625,9.73994,2.24218,-3.24891,-0.4346640000000001,-0.0164524,-1.16121,-33.7442,6.82143,-38.9987
4880,10,90,29.0625,-8.83075,2.82113,0.783509,0.0972339,-0.388647,0.354118,19.5682,-7.000260000000001,-22.4023,31.1875,3.31753,8.70607,-0.5067119999999999,-0.30051700000000003,-1.30016,0.471172,9.66053,-27.0013,-4.72326,29.625,9.10427,2.77841,-3.3359400000000003,-0.595914,0.07842310000000001,-0.831468,-35.2731,5.60395,-41.1301
4891,10,90,29.0625,-9.27689,6.01751,1.42033,-0.263498,-0.691785,0.0279426,17.8347,-6.4125,-24.1084,31.1875,4.5775,8.66501,-0.406311,0.115997,-1.37813,0.234498,6.7185,-27.795,-5.16224,29.625,8.03806,3.92049,-2.89089,-0.612532,0.393785,-0.663917,-35.4382,6.12004,-43.5424
4902,10,90,29.0625,-8.645560000000001,4.55229,3.5900199999999995,-0.462069,-0.5542779999999999,-0.253479,16.7065,-3.74839,-27.2718,31.1875,4.68181,6.8849800000000005,-1.87003,0.638083,-0.970785,-0.163796,5.9353099999999985,-28.9286,-3.4692,29.625,12.8893,2.43811,-1.7514299999999998,-0.718791,0.489869,-0.7657010000000001,-33.5121,4.21402,-46.0864
4913,10,90,29.0625,-6.5394,-0.6929529999999999,4.4090099999999985,-0.254506,0.185654,-0.241087,16.3219,-1.99149,-28.7253,31.1875,-3.53642,8.21355,-4.23033,1.65038,-1.07264,-0.897142,6.78945,-30.125,0.491658,29.625,2.21327,4.05093,-5.11245,-1.40761,-0.561527,-0.711204,-33.2831,0.570108,-55.4423
4924,10,90,29.0625,-8.86161,1.19586,5.67643,0.29632,-0.423361,-1.16686,17.3032,-0.555247,-29.5234,31.1875,-1.13973,8.6566,-4.38195,1.11857,-1.03473,-0.432923,9.80535,-30.6284,5.45065,29.625,6.51853,-2.10368,1.3757700000000002,-1.82729,-2.24784,3.62965,-34.2708,8.3629,-49.0724
4935,10,90,29.0625,-6.2341,1.18931,3.02169,0.130799,-1.2695299999999998,0.0227976,14.1994,0.601692,-31.755,31.1875,-1.39309,6.24335,-4.99824,0.461275,-0.517984,-0.258306,11.1865,-30.1653,7.14969,29.625,13.8079,5.0776,-0.214805,-2.0329200000000003,-1.50422,2.9255400000000003,-38.1481,19.9381,-31.3704
4946,10,90,29.0625,-6.93139,0.462143,5.93874,-0.35095,-1.34417,0.350006,10.2268,1.43298,-33.5893,31.1875,0.918926,6.94813,-5.46201,-0.0857632,0.167494,-0.032255900000000004,12.6155,-30.0881,6.31316,29.625,24.9955,-15.4019,2.34239,0.540479,0.197545,-0.147542,-38.3712,22.9359,-22.7229
4957,10,90,29.0625,-8.08507,2.49266,7.10772,0.265021,-2.14208,1.24644,3.75057,2.64719,-33.846,31.1875,0.440404,9.47479,-5.13041,-0.175847,0.613595,0.129168,13.6535,-30.7714,6.4652699999999985,29.625,10.5995,0.525892,-2.95932,-0.463024,-0.407038,-0.16373,-39.8312,19.7914,-22.2989
4968,10,90,29.0625,-4.50094,3.13661,10.1228,-1.0204,-2.07707,1.0621200000000002,-2.51795,5.09322,-31.2235,31.1875,1.51716,14.6579,-6.56042,-0.908888,-0.40826,0.561195,13.0899,-31.1328,1.95126,29.625,9.49086,0.919842,-3.86069,0.0501076,-0.196696,-0.0603641,-41.9676,18.6126,-21.5959
4979,10,90,29.0625,-2.70046,6.51918,12.3321,0.5728489999999999,-0.396084,0.206339,-6.03287,6.894989999999999,-29.915,31.1875,2.12252,15.4251,-4.18997,-0.934335,0.349625,0.372411,11.6099,-31.7194,-1.43981,29.625,9.25984,0.314731,-3.97508,-0.0441176,-0.0781404,0.20518000000000006,-42.1261,19.7775,-22.1651
4990,10,90,29.0625,-2.77602,4.06663,9.56815,0.10321,-0.117339,0.393036,-5.36972,4.37704,-30.8197,31.1875,2.02086,4.66594,-2.76289,-1.12817,-0.157632,0.206418,10.3908,-31.1537,-6.10465,29.625,10.0186,-0.263395,-3.50063,-0.194206,-0.0231997,0.134404,-42.644,20.5783,-21.3169
5001,10,90,29.0625,-0.54708,5.53604,10.3663,-0.519891,-0.885763,0.281545,-5.63285,4.8881,-29.9036,31.1875,2.16067,9.68501,-1.07295,-0.0987771,0.0537611,-0.11235,10.2892,-31.4064,-7.513960000000001,29.625,9.3579,0.5463279999999999,-4.51576,-0.348185,0.13808,0.183563,-42.2725,20.8156,-21.8832
5012,10,90,29.0625,0.633842,5.29236,9.61509,-0.6382359999999999,-0.410394,0.579449,-6.15876,6.52996,-29.1251,31.1875,2.81588,10.7007,-0.909493,0.109288,0.0239221,-0.288011,10.6705,-30.7753,-7.7969,29.625,9.12976,-1.18973,-5.62643,-1.4622700000000002,-0.297993,0.982398,-40.5786,26.6618,-19.0474
5026,10,90,29.0625,0.910455,1.7040400000000002,7.43756,-0.8318969999999999,0.0958333,0.17212,-4.18154,7.91295,-30.0561,31.1875,0.9491,7.997260000000002,-0.663479,0.727065,-0.14935199999999998,-0.775482,12.7204,-31.4971,-6.5095,29.625,7.1628300000000005,-5.17478,-4.309819999999998,1.88476,-0.937568,0.936369,-37.5609,31.807,-13.2276
5034,10,90,29.0625,0.448424,1.62965,7.199960000000001,0.00613448,0.535127,-0.07933639999999999,-3.3111,8.114410000000001,-30.4528,31.1875,0.357792,9.23643,-1.45264,1.19941,-0.14949500000000002,-0.866183,14.4498,-30.5329,-2.97783,29.625,9.63432,-1.54031,-4.92446,1.50925,-0.243789,1.5208700000000002,-36.3673,28.2634,-15.9141
